geometry,X,Y,School_Type,School_Name,Postal_Town
,144.94763,-37.30101,Secondary,Assumption College,KILMORE
,144.93173,-37.7847,Primary,St Brendan's School,FLEMINGTON
,144.27336,-36.75344,Secondary,Catherine McAuley College,BENDIGO
,143.73642,-37.05354,Secondary,Highview College,MARYBOROUGH
,143.7368,-37.05183,Primary,St Augustine's School,MARYBOROUGH
,147.58563,-37.8414,Primary,St Mary's School,BAIRNSDALE
,143.83767,-37.57811,Primary,St Aloysius' School,REDAN
,145.03432,-37.82646,Primary,St Joseph's School,HAWTHORN
,145.05157,-37.86175,Pri/Sec,Sacre Coeur,GLEN IRIS
,144.99672,-37.77462,Primary,St Joseph's School,NORTHCOTE
,145.00377,-37.74481,Primary,Sacred Heart School,PRESTON
,146.40432,-38.23943,Primary,Sacred Heart School,MORWELL
,146.5347,-38.19516,Primary,St Michael's School,TRARALGON
,145.40765,-36.37473,Primary,St Brendan's School,SHEPPARTON
,145.14092,-37.0199,Pri/Sec,St Mary's College,SEYMOUR
,142.98517,-36.37358,Primary,St Mary's School,DONALD
,147.06233,-38.11071,Primary,St Mary's Primary School,SALE
,144.94811,-37.29939,Primary,St Patrick's Primary School,KILMORE
,144.22873,-37.5999,Primary,St Brigid's School,BALLAN
,144.0909,-37.58065,Primary,St Patrick's School,GORDON
,144.73173,-37.27876,Primary,St Mary's School,LANCEFIELD
,143.89226,-37.42851,Primary,St Augustine's School,CRESWICK
,142.09426,-37.76623,Primary,Tarrington Lutheran School,TARRINGTON
,144.2448,-36.7942,Primary,St Monica's School,KANGAROO FLAT
,145.97412,-36.55396,Primary,St Joseph's School,BENALLA
,143.96603,-37.59116,Primary,St Brendan's Primary School,DUNNSTOWN
,144.34015,-38.1495,Secondary,Sacred Heart College,NEWTOWN
,143.24686,-36.61708,Primary,St Patrick's School,ST ARNAUD
,142.15346,-34.18872,Secondary,St Joseph's College Mildura,MILDURA
,144.99678,-37.89673,Secondary,Star of the Sea College,BRIGHTON
,144.99766,-37.89794,Primary,St James' School,BRIGHTON
,145.07091,-37.92304,Primary,St Peter's School,BENTLEIGH EAST
,145.03849,-37.81395,Pri/Sec,Methodist Ladies' College,KEW
,144.25729,-36.72348,Primary,St Liborius' School,EAGLEHAWK
,143.87035,-37.61146,Secondary,Damascus College,MOUNT CLEAR
,143.83365,-37.55965,Pri/Sec,Ballarat Clarendon College,BALLARAT
,144.22096,-37.06396,Primary,St Mary's School,CASTLEMAINE
,144.45882,-37.25289,Secondary,Sacred Heart College,KYNETON
,144.53049,-37.35779,Primary,St Ambrose's School,WOODEND
,143.35105,-36.27177,Primary,St Joseph's School,CHARLTON
,145.22392,-36.43983,Primary,Sacred Heart School,TATURA
,144.98574,-37.83895,Primary,Christ Church Grammar School,SOUTH YARRA
,144.96785,-37.73893,Primary,St Paul's School,COBURG
,144.65057,-37.90127,Primary,St Andrew's School,WERRIBEE
,144.59009,-37.49091,Primary,St Brigid's School,GISBORNE
,144.7363,-37.58004,Primary,Our Lady of Mount Carmel School,SUNBURY
,146.60706,-36.14598,Primary,St Joseph's School,CHILTERN
,146.46298,-36.05042,Primary,St Mary's School,RUTHERGLEN
,143.87249,-36.57114,Primary,St Mary's School,INGLEWOOD
,145.97539,-36.55277,Secondary,FCJ College,BENALLA
,145.08033,-37.81516,Pri/Sec,Fintona Girls' School,BALWYN
,145.47453,-38.06938,Primary,St Patrick's School,PAKENHAM
,145.02509,-37.85232,Pri/Sec,Lauriston Girls' School,ARMADALE
,146.00925,-36.01072,Primary,Sacred Heart Primary School,YARRAWONGA
,145.0311,-37.81386,Pri/Sec,Xavier College,KEW
,142.28978,-37.87751,Primary,St Joseph's School,PENSHURST
,142.93777,-37.28474,Secondary,Marian College,ARARAT
,141.41363,-37.58601,Primary,Sacred Heart School,CASTERTON
,144.43486,-37.67227,Primary,St Bernard's School,BACCHUS MARSH
,142.36897,-38.29989,Primary,St Patrick's School,KOROIT
,144.39907,-38.06882,Pri/Sec,Geelong Grammar School,CORIO
,145.0355,-37.8102,Pri/Sec,Trinity Grammar School Kew,KEW
,144.97441,-37.80371,Secondary,Academy of Mary Immaculate,FITZROY
,144.97852,-37.80205,Primary,Sacred Heart School,FITZROY
,145.35775,-37.75076,Secondary,Mount Lilydale Mercy College,LILYDALE
,144.90684,-37.80116,Primary,St Monica's School,FOOTSCRAY
,144.8899,-37.8137,Primary,St Augustine's School,YARRAVILLE
,142.20399,-36.714,Primary,Ss Michael and John's Primary School,HORSHAM
,143.57693,-38.35203,Secondary,Trinity College Colac,COLAC
,143.5854,-38.33473,Primary,St Mary's School,COLAC
,145.06571,-37.98415,Secondary,Kilbreda College,MENTONE
,145.072,-38.21826,Secondary,Padua College,MORNINGTON
,144.9848,-37.83169,Pri/Sec,Melbourne Girls Grammar,SOUTH YARRA
,144.34009,-38.15242,Pri/Sec,The Geelong College,NEWTOWN
,145.40764,-36.37471,Secondary,Notre Dame College,SHEPPARTON
,146.00921,-36.00866,Secondary,Sacred Heart College,YARRAWONGA
,144.98822,-37.79034,Primary,St John's School,CLIFTON HILL
,145.4436,-36.08646,Primary,St Joseph's School,NUMURKAH
,142.48614,-38.37249,Primary,St Joseph's School,WARRNAMBOOL
,141.60595,-38.34523,Secondary,Bayview College,PORTLAND
,,,Secondary,St Ignatius College Geelong,DRYSDALE
,144.363,-38.15319,Primary,St Mary's School,GEELONG
,144.34604,-38.13484,Primary,St Patrick's School,GEELONG WEST
,145.107,-37.84856,Pri/Sec,Presbyterian Ladies' College,BURWOOD
,144.92318,-37.75966,Primary,St Monica's Primary School,MOONEE PONDS
,145.35261,-37.75273,Primary,St Patrick's School,LILYDALE
,145.14356,-37.71152,Secondary,Catholic Ladies' College Ltd,ELTHAM
,144.98639,-37.80046,Primary,St Joseph's School,COLLINGWOOD
,142.3896,-36.25408,Primary,St Mary's School,WARRACKNABEAL
,144.72583,-36.13426,Primary,St Mary's School,ECHUCA WEST
,145.03744,-37.80817,Primary,Sacred Heart School,KEW
,142.93861,-37.2855,Primary,St Mary's School,ARARAT
,144.74337,-36.11815,Secondary,St Joseph's College,ECHUCA
,142.23167,-38.38613,Primary,St Patrick's School,PORT FAIRY
,144.70117,-36.36476,Primary,St Joseph's School,ROCHESTER
,144.94287,-37.79289,Secondary,St Aloysius College,NORTH MELBOURNE
,141.59279,-38.35947,Primary,All Saints Parish School,PORTLAND
,147.06378,-38.10871,Secondary,Catholic College Sale,SALE
,145.04471,-36.30955,Pri/Sec,St Augustine's College,KYABRAM
,145.10008,-37.82032,Primary,Our Holy Redeemer School,SURREY HILLS
,144.61562,-36.49302,Primary,Our Lady of the Sacred Heart Primary,ELMORE
,146.68281,-36.36007,Primary,St Joseph's School,BEECHWORTH
,141.69473,-37.60538,Primary,St Joseph's School,COLERAINE
,143.13956,-38.235,Secondary,Mercy Regional College,CAMPERDOWN
,143.139,-38.23503,Primary,St Patrick's School,CAMPERDOWN
,144.91429,-37.7572,Secondary,St Columba's College,ESSENDON
,144.15136,-37.33724,Primary,St Michael's School,DAYLESFORD
,142.05091,-37.74114,Primary,St Mary's School,HAMILTON
,144.28421,-36.75458,Primary,St Kilian's School,BENDIGO
,145.05578,-37.80897,Pri/Sec,Genazzano FCJ College,KEW
,146.88922,-36.11702,Primary,St Augustine's School,WODONGA
,142.78726,-37.05935,Primary,St Patrick's School,STAWELL
,144.99155,-37.85955,Pri/Sec,St Michael's Grammar School,ST KILDA
,145.07016,-37.98357,Primary,St Patrick's School,MENTONE
,142.90996,-38.2398,Primary,St Thomas' School,TERANG
,145.91202,-38.15861,Primary,St Joseph's School,WARRAGUL
,144.27835,-36.76942,Primary,St Joseph's School,QUARRY HILL
,144.99694,-37.90612,Pri/Sec,Firbank Grammar School,BRIGHTON
,145.06655,-37.75764,Primary,St John's School,HEIDELBERG
,145.06759,-37.75793,Secondary,Our Lady of Mercy College,HEIDELBERG
,144.94298,-37.76229,Primary,St Joseph's School,BRUNSWICK WEST
,145.09178,-38.00804,Primary,St Brigid's School,MORDIALLOC
,143.86007,-37.54591,Primary,St Columba's School,BALLARAT NORTH
,143.83083,-37.53924,Pri/Sec,Ballarat Grammar,WENDOUREE
,144.97786,-37.77634,Primary,Our Lady Help of Christians School,BRUNSWICK EAST
,145.0471,-37.88689,Primary,St Anthony's School,GLEN HUNTLY
,145.22084,-37.99067,Primary,St Mary's School,DANDENONG
,145.00855,-37.95148,Primary,Sacred Heart School,SANDRINGHAM
,145.60341,-38.60086,Primary,St Joseph's School,WONTHAGGI
,144.91127,-37.77384,Primary,St Mary's School,ASCOT VALE
,143.91781,-35.72546,Primary,St Joseph's School,KERANG
,145.03218,-37.85768,Pri/Sec,De La Salle College,MALVERN
,144.96825,-37.75863,Primary,St Margaret Mary's School,BRUNSWICK NORTH
,142.02421,-37.7372,Pri/Sec,The Hamilton and Alexandra College,HAMILTON
,143.90299,-37.56161,Primary,St Francis Xavier School,BALLARAT
,145.9543,-38.47894,Primary,St Laurence O'Toole School,LEONGATHA
,145.82232,-38.43604,Primary,St Joseph's School,KORUMBURRA
,145.04448,-37.77252,Pri/Sec,Ivanhoe Grammar School,IVANHOE
,145.5158,-37.65868,Primary,St Brigid's School,HEALESVILLE
,145.57319,-38.07303,Primary,St James School,NAR NAR GOON
,145.03229,-37.83392,Pri/Sec,Scotch College,HAWTHORN
,145.05292,-37.87302,Primary,St Mary's School,MALVERN EAST
,145.00755,-37.92863,Pri/Sec,St Leonard's College,BRIGHTON EAST
,144.92878,-37.79558,Primary,Holy Rosary School,KENSINGTON
,144.6553,-38.26868,Primary,St Aloysius' School,QUEENSCLIFF
,145.02036,-37.78007,Primary,St Anthony's School,ALPHINGTON
,145.03116,-37.85807,Primary,St Joseph's School,MALVERN
,146.67597,-38.5569,Primary,St Mary's School,YARRAM
,144.31057,-36.72487,Primary,Holy Rosary School,WHITE HILLS
,144.98112,-37.88253,Primary,St Columba's School,ELWOOD
,144.46212,-37.25051,Primary,Our Lady of the Rosary,KYNETON
,145.25669,-37.81552,Pri/Sec,Tintern Grammar,RINGWOOD EAST
,143.5456,-35.32846,Primary,St Mary's School,SWAN HILL
,145.09346,-38.17226,Pri/Sec,Toorak College,MT ELIZA
,145.1917,-38.30344,Primary,St Mary's School,HASTINGS
,143.5188,-38.27065,Primary,St Brendan's School,CORAGULAC
,144.83556,-37.78945,Primary,Our Lady of the Immaculate Conception School,SUNSHINE
,145.00166,-37.75684,Primary,St Mary's School,THORNBURY
,142.44614,-38.3515,Primary,St John's School,DENNINGTON
,145.02127,-37.8383,Pri/Sec,St Catherine's School,TOORAK
,144.91497,-37.75991,Pri/Sec,Lowther Hall Anglican Grammar School,ESSENDON
,142.20795,-36.71731,Secondary,St Brigid's College,HORSHAM
,144.99415,-37.92011,Primary,St Joan of Arc School,BRIGHTON
,145.56987,-36.75337,Primary,St John's School,EUROA
,144.87034,-37.73215,Pri/Sec,Penleigh & Essendon Grammar School,NIDDRIE
,144.88522,-37.79582,Primary,St John's School,FOOTSCRAY
,145.65236,-35.91707,Primary,St Joseph's School,COBRAM
,145.01132,-37.87791,Pri/Sec,Shelford Girls' Grammar,CAULFIELD
,145.03876,-37.77194,Primary,Mary Immaculate School,IVANHOE
,145.15405,-36.78161,Primary,St Joseph's School,NAGAMBIE
,145.00946,-37.85246,Primary,Our Lady of Lourdes School,PRAHRAN EAST
,148.45563,-37.70917,Primary,St Joseph's School,ORBOST
,145.06812,-37.98769,Pri/Sec,Mentone Grammar School,MENTONE
,145.04672,-37.76527,Pri/Sec,Ivanhoe Girls' Grammar School,IVANHOE
,146.72693,-36.55357,Primary,St Mary's School,MYRTLEFORD
,145.04782,-37.81478,Pri/Sec,Carey Baptist Grammar School,KEW
,145.04122,-37.89952,Pri/Sec,Kilvington Grammar School,ORMOND
,145.14643,-37.99598,Pri/Sec,Haileybury College,KEYSBOROUGH
,144.91031,-37.75111,Primary,St Therese's School,ESSENDON
,145.42461,-37.21455,Primary,Sacred Heart School,YEA
,145.06279,-37.81108,Primary,Our Lady of Good Counsel School,DEEPDENE
,145.08037,-37.82918,Pri/Sec,Strathcona Baptist Girls' Grammar,CANTERBURY
,145.06346,-37.98938,Pri/Sec,Mentone Girls' Grammar School,MENTONE
,145.11859,-38.05544,Primary,St Joseph's School,CHELSEA
,147.06463,-38.09365,Pri/Sec,Gippsland Grammar,SALE
,145.01746,-37.91628,Primary,St Finbar's School,BRIGHTON EAST
,145.01489,-37.84819,Pri/Sec,Loreto Mandeville Hall,TOORAK
,145.08384,-37.83892,Primary,St Dominic's School,CAMBERWELL EAST
,145.0009,-37.93305,Primary,St Mary's School,HAMPTON
,144.70111,-36.91768,Primary,Holy Rosary School,HEATHCOTE
,144.21854,-35.80823,Primary,St Mary's School,COHUNA
,145.06641,-37.81609,Pri/Sec,Camberwell Grammar School,BALWYN
,145.20281,-38.36147,Primary,St Joseph's School,CRIB POINT
,144.99352,-37.91111,Pri/Sec,Brighton Grammar School,BRIGHTON
,144.95156,-37.74984,Primary,St Fidelis' School,MORELAND
,145.13629,-37.87674,Pri/Sec,Huntingtower School,MOUNT WAVERLEY
,145.13149,-37.81849,Primary,St Francis Xavier's School,BOX HILL
,144.82838,-37.86666,Primary,St Mary's School,ALTONA
,145.14791,-37.71612,Primary,Our Lady Help of Christians School,ELTHAM
,142.05309,-34.16686,Primary,Our Lady of the Sacred Heart School,MERBEIN
,145.1262,-38.1488,Primary,St Francis Xavier School,FRANKSTON SOUTH
,145.12992,-37.81835,Secondary,Our Lady of Sion College,KERRIMUIR
,145.00512,-37.71802,Primary,St Gabriel's School,RESERVOIR
,145.04147,-37.92283,Primary,St Paul's School,BENTLEIGH
,145.02316,-37.97592,Primary,St Joseph's School,BLACK ROCK
,144.73903,-37.57264,Secondary,Salesian College Sunbury,SUNBURY
,147.07768,-37.96726,Primary,St Patrick's School,STRATFORD
,145.11863,-37.83278,Pri/Sec,Kingswood College,BOX HILL
,146.15219,-38.20721,Primary,St Joseph's School,TRAFALGAR
,145.06527,-37.90178,Primary,St Patrick's School,MURRUMBEENA
,145.05231,-37.85736,Primary,St Roch's School,GLEN IRIS
,145.34654,-38.03535,Pri/Sec,St Margarets Berwick Grammar,BERWICK
,145.0597,-37.81821,Pri/Sec,Camberwell Girls Grammar School,CANTERBURY
,145.04981,-37.79538,Primary,St Anne's School,KEW EAST
,145.23218,-37.81642,Primary,Our Lady of Perpetual Help School,RINGWOOD
,145.12656,-37.71601,Primary,St Francis Xavier Primary School,MONTMORENCY
,144.7418,-38.34047,Primary,St Joseph's School,SORRENTO
,145.0646,-37.85009,Primary,St Cecilia's School,GLEN IRIS
,145.00529,-37.88251,Primary,St Joseph's School,ELSTERNWICK
,142.18796,-34.30235,Primary,St Joseph's School,RED CLIFFS
,145.05221,-37.81593,Pri/Sec,"Preshil, The Margaret Lyttle Memorial School",BALWYN
,145.02755,-37.65054,Primary,St Peter's School,EPPING
,145.00248,-37.77036,Secondary,Santa Maria College,NORTHCOTE
,145.08692,-37.90184,Primary,Sacred Heart School,OAKLEIGH
,144.96362,-37.71628,Primary,St Mark's School,FAWKNER
,145.29517,-37.88738,Primary,St John the Baptist School,FERNTREE GULLY
,145.1904,-37.81744,Primary,St John's School,MITCHAM
,145.35422,-36.39605,Primary,St Mary's School,MOOROOPNA
,144.99262,-37.7341,Primary,St Raphael's School,PRESTON WEST
,145.0247,-37.8354,Pri/Sec,St Kevin's College,TOORAK
,145.48527,-38.19746,Primary,St John the Baptist's School,KOO WEE RUP
,144.92413,-37.74214,Primary,St Vincent de Paul's School,STRATHMORE
,144.33186,-38.1502,Secondary,St Joseph's College Geelong,NEWTOWN
,145.15034,-37.95323,Primary,St Joseph's School,SPRINGVALE
,145.06821,-37.99116,Secondary,St Bede's College,MENTONE
,145.01857,-37.73026,Primary,Holy Name School,PRESTON EAST
,145.08258,-37.83366,Secondary,Siena College Ltd,CAMBERWELL
,144.97271,-37.74742,Primary,St Bernard's School,COBURG EAST
,144.94186,-37.73089,Primary,St Oliver Plunkett's School,PASCOE VALE
,144.87292,-37.80853,Primary,Corpus Christi School,KINGSVILLE
,144.34301,-38.15641,Primary,St Robert's School,NEWTOWN
,144.8832,-37.74939,Secondary,St Bernard's College,ESSENDON
,145.19954,-37.7918,Secondary,Whitefriars College Inc,DONVALE
,145.08248,-37.86413,Primary,St Michael's School,ASHBURTON
,143.9887,-37.5004,Primary,St Mary's School,CLARKES HILL
,145.03994,-37.92572,Secondary,Our Lady of the Sacred Heart College,BENTLEIGH
,145.0709,-37.79352,Primary,St Bede's School,BALWYN NORTH
,145.10026,-37.88273,Secondary,Salesian College Chadstone,CHADSTONE
,141.64304,-36.33541,Primary,St Patrick's School,NHILL
,144.37393,-38.16462,Primary,St Margaret's School,GEELONG EAST
,145.11777,-37.84722,Pri/Sec,Mount Scopus Memorial College,BURWOOD
,146.25356,-38.17937,Primary,St Kieran's School,MOE
,145.08268,-37.77478,Secondary,Marcellin College,BULLEEN
,145.91527,-38.15903,Secondary,Marist-Sion College,WARRAGUL
,142.15926,-34.22261,Pri/Sec,Henderson College,IRYMPLE
,144.8202,-37.78219,Primary,St Theresa's School,ALBION
,145.03412,-37.76306,Primary,St Bernadette's School,IVANHOE NORTH
,142.80202,-38.07994,Primary,St Colman's School,MORTLAKE
,145.03183,-37.9461,Primary,St Agnes' School,HIGHETT
,145.05971,-37.9655,Primary,Our Lady of the Assumption School,CHELTENHAM
,145.17005,-37.82192,Primary,Nunawading Christian College-Primary,NUNAWADING
,145.27279,-37.79749,Primary,Sacred Heart School,CROYDON
,141.30005,-37.03403,Primary,St Malachy's School,EDENHOPE
,145.31652,-38.05022,Pri/Sec,Heritage College,BERWICK
,145.71338,-37.19127,Primary,St Mary's School,ALEXANDRA
,144.9052,-37.75665,Primary,Resurrection House,ESSENDON
,145.0082,-37.8839,Pri/Sec,Adass Israel School,ELSTERNWICK
,145.01619,-37.76085,Primary,Holy Spirit School,THORNBURY EAST
,144.80005,-37.73769,Primary,Sacred Heart School,ST ALBANS
,145.15743,-37.82325,Primary,St Thomas The Apostle School,LABURNUM
,145.0112,-36.5878,Primary,St Mary's School,RUSHWORTH
,146.78427,-37.98075,Primary,St Michael's School,HEYFIELD
,144.35882,-38.09017,Primary,St Thomas Aquinas School,NORTH GEELONG
,145.04629,-37.74692,Primary,St Pius X School,HEIDELBERG WEST
,144.87773,-37.82908,Primary,St Margaret Mary's School,SPOTSWOOD
,142.04945,-37.74204,Secondary,Monivae College,HAMILTON
,145.1012,-37.87978,Primary,St Mary Magdalens School,CHADSTONE
,145.17243,-37.97171,Primary,St Anthony's School,NOBLE PARK
,145.12186,-37.92314,Primary,St Peter's School,CLAYTON
,142.36219,-35.72393,Primary,St Joseph's School,HOPETOUN
,145.00034,-37.86812,Pri/Sec,Yeshivah College,ST KILDA EAST
,144.88903,-37.74366,Primary,St John Bosco's School,NIDDRIE
,144.33833,-38.1111,Primary,Holy Family School,GEELONG NORTH
,144.32996,-38.13581,Primary,Holy Spirit Parish School,MANIFOLD HEIGHTS
,145.09263,-37.70285,Primary,St Mary's School,GREENSBOROUGH
,144.80081,-37.77941,Primary,Mother of God School,ARDEER
,144.76927,-37.76853,Primary,St Peter Chanel School,DEER PARK
,144.86196,-37.78761,Primary,Christ the King Primary School,BRAYBROOK
,144.9228,-37.70389,Primary,Corpus Christi School,GLENROY
,145.15202,-37.95907,Secondary,Killester College,SPRINGVALE
,144.80752,-37.78753,Primary,St Paul's School,SUNSHINE WEST
,144.11184,-36.05485,Primary,St Patrick's School,PYRAMID HILL
,144.33048,-38.13008,Secondary,Clonard College,HERNE HILL
,145.04104,-37.98199,Primary,Stella Maris School,BEAUMARIS
,144.29824,-36.7669,Primary,St Therese's School,KENNINGTON
,144.83528,-37.77116,Primary,St Bernadette's School,SUNSHINE NORTH
,143.84018,-37.60347,Primary,St James' School,SEBASTOPOL
,142.15224,-34.18733,Primary,Sacred Heart School,MILDURA
,145.00084,-37.86928,Pri/Sec,Beth Rivkah Ladies College,ST KILDA EAST
,144.89104,-37.7669,Primary,St Margaret's Primary School,MARIBYRNONG
,146.29159,-38.18474,Primary,Immaculate Heart of Mary School,NEWBOROUGH
,145.12963,-37.87426,Primary,Holy Family School,MOUNT WAVERLEY
,145.20582,-37.97133,Primary,St Gerard's School,DANDENONG NORTH
,145.41068,-36.39247,Primary,St Mel's School,SHEPPARTON SOUTH
,145.11139,-37.83006,Primary,Our Lady of Perpetual Succour School,SURREY HILLS
,145.05217,-37.93822,Primary,St Catherine's School,MOORABBIN
,145.08608,-37.90216,Secondary,Sacred Heart Girls' College,OAKLEIGH
,146.41548,-38.23061,Primary,St Vincent de Paul's School,MORWELL EAST
,142.03758,-36.45706,Primary,St Peter's Lutheran School,DIMBOOLA
,142.85067,-35.50183,Primary,St Mary's School,SEA LAKE
,145.61681,-37.79217,Primary,St Joseph's School,YARRA JUNCTION
,145.0192,-37.71157,Primary,St Stephen's School,RESERVOIR EAST
,148.01234,-37.87102,Primary,St Brendan's School,LAKES ENTRANCE
,145.07698,-37.73518,Primary,St Martin of Tours School,ROSANNA
,147.17342,-36.21623,Primary,St Michael's School,TALLANGATTA
,145.10575,-37.89616,Primary,Christ Our Holy Redeemer School,OAKLEIGH EAST
,144.89658,-37.75635,Primary,Our Lady of the Nativity School,ABERFELDIE
,145.22626,-37.99023,Secondary,St John's Regional College,DANDENONG
,147.58766,-37.8371,Secondary,Nagle College,BAIRNSDALE
,142.77851,-34.58471,Pri/Sec,St Mary's School,ROBINVALE
,146.32114,-36.37219,Primary,Our Lady's School,WANGARATTA
,145.17411,-37.84779,Secondary,Emmaus College,VERMONT SOUTH
,144.9237,-37.68506,Primary,St Dominic's School,BROADMEADOWS
,144.95359,-36.25266,Primary,St Patrick's School,TONGALA
,145.10325,-37.79592,Primary,St Bridget's School,BALWYN NORTH
,145.16389,-37.8868,Primary,St Leonard's School,GLEN WAVERLEY
,145.12591,-37.85165,Primary,St Scholastica's School,BENNETTSWOOD
,145.1502,-37.8711,Primary,St Christopher's School,GLEN WAVERLEY
,145.09249,-37.99047,Primary,St John Vianney's School,PARKDALE EAST
,145.1534,-37.79055,Primary,Ss Peter & Paul's School,DONCASTER EAST
,145.20875,-36.05766,Secondary,St Mary of the Angels College,NATHALIA
,145.23863,-37.9905,Primary,Holy Family School,DOVETON
,145.23494,-37.82306,Secondary,Aquinas College,RINGWOOD
,145.00663,-37.89287,Pri/Sec,Leibler Yavneh College,CAULFIELD SOUTH
,145.09069,-38.19817,Pri/Sec,Peninsula Grammar,MT ELIZA
,144.96795,-37.69816,Primary,St Matthew's School,FAWKNER NORTH
,145.15956,-37.93272,Primary,St John Vianney's School,MULGRAVE
,145.01883,-37.67237,Primary,St Luke's School,LALOR
,144.92108,-37.71885,Primary,St Francis de Sales School,OAK PARK
,145.35268,-37.90841,Primary,St Thomas More's School,BELGRAVE
,142.46583,-38.36492,Primary,St Pius X School,WARRNAMBOOL WEST
,144.88025,-37.72501,Primary,St Christopher's School,AIRPORT WEST
,143.57855,-38.35316,Primary,Sacred Heart School,ELIMINYT
,145.15878,-37.67215,Primary,Sacred Heart School,DIAMOND CREEK
,145.35357,-38.03382,Primary,St Michael's School,BERWICK
,144.89796,-37.75662,Secondary,Ave Maria College,ABERFELDIE
,145.04337,-37.84227,Pri/Sec,Bialik College,HAWTHORN
,145.03552,-37.71526,Primary,Our Lady of the Way School,KINGSBURY
,145.14671,-37.83555,Primary,St Luke the Evangelist School,BLACKBURN SOUTH
,146.3056,-36.34656,Primary,St Bernard's School,WANGARATTA
,142.47365,-36.62268,Primary,Our Lady Help of Christians School,MURTOA
,145.27291,-37.78296,Secondary,Luther College,CROYDON HILLS
,144.80613,-37.78773,Secondary,Marian College,SUNSHINE WEST
,144.81167,-37.8639,Secondary,Mount St Joseph Girls' College,ALTONA NORTH
,143.82561,-37.52544,Primary,Our Lady Help of Christians School,WENDOUREE
,145.09033,-37.7673,Primary,St Clement of Rome School,BULLEEN
,145.27481,-37.86271,Primary,St Joseph's Primary School,BORONIA
,147.89919,-36.19824,Primary,Sacred Heart School,CORRYONG
,145.35889,-37.91064,Secondary,Mater Christi College,BELGRAVE
,145.26576,-37.84898,Primary,Our Lady of Lourdes School,BAYSWATER
,145.29509,-37.89049,Secondary,St Joseph's College,FERNTREE GULLY
,144.84796,-37.82099,Primary,Annunciation School,ALTONA NORTH
,145.10226,-38.01813,Primary,St Louis de Montfort's School,ASPENDALE
,144.94494,-37.70729,Primary,St Thomas More's School,HADFIELD
,145.13326,-37.87467,Secondary,Avila College,MOUNT WAVERLEY
,145.16659,-37.80764,Primary,St Philip's School,BLACKBURN NORTH
,144.93198,-37.66574,Primary,Holy Child School,DALLAS
,144.84239,-37.83162,Secondary,Emmanuel College,ALTONA NORTH
,145.31752,-37.78791,Primary,St Peter Julian Eymard,MOOROOLBARK
,145.05722,-37.69849,Primary,St Damian's School,BUNDOORA
,145.03141,-37.65518,Secondary,St Monica's College,EPPING
,145.25816,-37.7837,Pri/Sec,Yarra Valley Grammar,RINGWOOD
,144.3931,-38.16655,Primary,Christ the King School,NEWCOMB
,144.96456,-37.7304,Secondary,Mercy College,COBURG
,145.18365,-37.84039,Primary,St Timothy's School,VERMONT
,146.97239,-37.9635,Primary,St Mary's School,MAFFRA
,145.07046,-38.22321,Primary,St Macartan's School,MORNINGTON
,145.1481,-38.14582,Primary,St John's School,FRANKSTON EAST
,145.13887,-38.13557,Secondary,John Paul College,FRANKSTON EAST
,145.14095,-38.1066,Primary,St Anne's School,SEAFORD
,145.16614,-37.9152,Secondary,Mazenod College,MULGRAVE
,144.86162,-37.75847,Primary,St Martin de Porres School,AVONDALE HEIGHTS
,145.12228,-37.7806,Primary,St Gregory the Great School,DONCASTER
,145.27803,-37.97092,Pri/Sec,Maranatha Christian School,ENDEAVOUR HILLS
,145.12287,-37.76127,Primary,St Kevin's School,TEMPLESTOWE
,145.20969,-37.83675,Primary,St James' School,VERMONT
,145.16605,-37.90812,Primary,Good Shepherd School,WHEELERS HILL
,144.6651,-37.9095,Secondary,MacKillop Catholic Regional College,WERRIBEE
,147.08331,-38.0994,Primary,St Thomas' School,SALE
,144.85169,-37.83922,Primary,St Leo the Great Primary School,ALTONA NORTH
,144.85942,-37.74424,Primary,St Peter's School,KEILOR EAST
,142.51953,-38.38525,Primary,Our Lady Help of Christians School,WARRNAMBOOL EAST
,146.72536,-36.55334,Secondary,Marian College,MYRTLEFORD
,144.77698,-37.85378,Primary,St Martin de Porres School,LAVERTON
,145.22596,-37.88984,Primary,St Jude the Apostle School,SCORESBY
,146.87264,-36.12675,Primary,St Monica's School,WODONGA WEST
,145.3671,-37.79883,Pri/Sec,Mount Evelyn Christian School/Ranges TEC,MOUNT EVELYN
,145.24881,-37.77722,Pri/Sec,Melbourne Rudolf Steiner School,WARRANWOOD
,144.27274,-36.74417,Primary,St Peter's School,BENDIGO NORTH
,145.12957,-37.98666,Primary,St Mark's School,DINGLEY
,145.16902,-37.82255,Secondary,Nunawading Christian College-Secondary,NUNAWADING
,145.19223,-37.70044,Pri/Sec,Eltham College,ELTHAM
,144.81141,-37.75644,Primary,Holy Eucharist School,ST ALBANS SOUTH
,142.15603,-34.2046,Primary,St Paul's Primary School,MILDURA
,145.21333,-37.62939,Primary,Learning Co-Operative School,HURSTBRIDGE
,144.69031,-37.87464,Primary,St Peter Apostle School,HOPPERS CROSSING
,145.19345,-37.77403,Pri/Sec,Donvale Christian College,DONVALE
,145.0012,-37.88229,Primary,Sholem Aleichem College,ELSTERNWICK
,145.0392,-37.67842,Primary,St John XXIII Primary School,THOMASTOWN EAST
,144.57598,-37.36383,Pri/Sec,Braemar College,WOODEND
